change_id,flag,decision,campaign,entity_type,entity,match_type,attribute,placement,new_value,prior_value,mechanism_metric,mechanism_level,mechanism_target,mechanism_from,check_date,outcome_keyword,outcome_rank,outcome_bound,outcome_date,fallback,rationale
L0071,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(living room blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(living room blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0072,ok,refund gate pause,D-LC-SP-textured linen curtains-(Linen)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,campaign,D-LC-SP-textured linen curtains-(Linen)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0073,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(natural blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(natural blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0074,ok,refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x96-NATURAL-2-PCS-B0F6366Z7N-G,campaign,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x96-NATURAL-2-PCS-B0F6366Z7N-G,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0075,ok,refund gate pause,D-LC-SP-linen drapes-(Linen)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,campaign,D-LC-SP-linen drapes-(Linen)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0076,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(total blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(total blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0077,ok,refund gate pause,D-LC-SP-100 percent linen curtains-(Linen)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,campaign,D-LC-SP-100 percent linen curtains-(Linen)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0078,ok,refund gate pause,D-LC-SP-light blocking curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,campaign,D-LC-SP-light blocking curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0079,ok,refund gate pause,D-LC-SP-black out curtains 96 inch long 2 panels-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-BEIGE-2-PCS,campaign,D-LC-SP-black out curtains 96 inch long 2 panels-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-BEIGE-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0080,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(84 inch blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(84 inch blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0081,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(curtains blackout 84 inch length),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(curtains blackout 84 inch length),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0082,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(52 x 96 blackout curtains 2 panels),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(52 x 96 blackout curtains 2 panels),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0083,ok,refund gate pause,D-LC-SP-black out curtains for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-black out curtains for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0084,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(curtains for living room blackout),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(curtains for living room blackout),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0085,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains 52x84),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains 52x84),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0086,ok,refund gate pause,D-LC-SP-cortinas blackout para sala elegantes-(Blackout-ES)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-cortinas blackout para sala elegantes-(Blackout-ES)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0087,ok,refund gate pause,D-LC-SP-sun zero blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-sun zero blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0088,ok,refund gate pause,D-LC-SP-extra wide blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-extra wide blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0089,ok,refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - pinch pleated curtains linen,campaign,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - pinch pleated curtains linen,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0090,ok,refund gate pause,D-LC-SP-black out curtains for living room-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-black out curtains for living room-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0091,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains textured),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains textured),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0092,ok,refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - linen privacy curtains,campaign,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - linen privacy curtains,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0093,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout living room curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout living room curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0094,ok,refund gate pause,D-LC-SP-white blackout curtains 96 inches long-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-IVORY-2-PCS,campaign,D-LC-SP-white blackout curtains 96 inches long-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-IVORY-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0095,ok,refund gate pause,D-LC-SP-linen black out curtains 96 inches long-(Linen)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-BEIGE-2-PCS,campaign,D-LC-SP-linen black out curtains 96 inches long-(Linen)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-BEIGE-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0096,ok,refund gate pause,D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x96-LINEN-2-PCS)-(linen curtains 96 inch long),campaign,D-LC-SP-PHRASE-RAN-DO-(Linen|Curtains)-(LINEN-CURTAIN-52x96-LINEN-2-PCS)-(linen curtains 96 inch long),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0097,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains 84 inch length),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains 84 inch length),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0098,ok,refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - linen curtains pinch pleat,campaign,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - linen curtains pinch pleat,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0099,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(52x84-NATURAL-2-PCS)-(long blackout curtains for living room),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(52x84-NATURAL-2-PCS)-(long blackout curtains for living room),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0100,ok,refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - linen curtains 2 panel set,campaign,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - linen curtains 2 panel set,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0101,ok,refund gate pause,D-LC-SP-black out drapes-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-black out drapes-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0102,ok,refund gate pause,D-LC-SP-black out curtains living room-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-black out curtains living room-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0103,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(52x84-NATURAL-2-PCS)-(blackout curtains for bedroom 84 inches long),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(52x84-NATURAL-2-PCS)-(blackout curtains for bedroom 84 inches long),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0104,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(84 in blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(84 in blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0105,ok,refund gate pause,D-LC-SP-dark curtains for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,campaign,D-LC-SP-dark curtains for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0106,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(84 blackout curtains 2 panel set),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(84 blackout curtains 2 panel set),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0107,ok,refund gate pause,D-LC-SP-darkening curtains for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-darkening curtains for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0108,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(ivory linen curtains blackout),campaign,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(ivory linen curtains blackout),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0109,ok,refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - two drapes pinch pleated linen curtains,campaign,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - two drapes pinch pleated linen curtains,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0110,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(best blackout curtains for bedroom),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(best blackout curtains for bedroom),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0111,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(52x84 blackout curtains 2 panels),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(52x84 blackout curtains 2 panels),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0112,ok,refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - lined linen curtains 84 inches long,campaign,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - lined linen curtains 84 inches long,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0113,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(floor length blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(floor length blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0114,ok,refund gate pause,D-LC-SP-cortinas blackout para sala-(Blackout-ES)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-cortinas blackout para sala-(Blackout-ES)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0115,ok,refund gate pause,D-LC-SP-room darkening curtains for bedroom-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-room darkening curtains for bedroom-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0116,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-NATURAL-2-PCS)-(blackout curtains 52x96),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-NATURAL-2-PCS)-(blackout curtains 52x96),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0117,ok,refund gate pause,D-LC-SP-blackout drapes for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-blackout drapes for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0118,ok,refund gate pause,D-LC-SP-long black out curtains for living room-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-long black out curtains for living room-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0119,ok,refund gate pause,D-LC-SP-thermal insulated blackout curtains bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-thermal insulated blackout curtains bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0120,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(84in blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(84in blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0121,ok,refund gate pause,D-LC-SP-linen curtains bedroom-(Linen)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,campaign,D-LC-SP-linen curtains bedroom-(Linen)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0122,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains for bedroom short),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains for bedroom short),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0123,ok,refund gate pause,D-LC-SP-cortinas de cuarto blackout-(Blackout-ES)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-cortinas de cuarto blackout-(Blackout-ES)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0124,ok,refund gate pause,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - linen farmhouse curtains,campaign,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - linen farmhouse curtains,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0125,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(oeko tex blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(oeko tex blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0126,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains farmhouse),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains farmhouse),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0127,ok,refund gate pause,D-LC-SP-room darkening curtains bedroom-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-room darkening curtains bedroom-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0128,ok,refund gate pause,D-LC-SP-room darkening drapes-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-room darkening drapes-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0129,ok,refund gate pause,D-LC-SP-blackout curtains for dorm-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-blackout curtains for dorm-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0130,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(thermal blackout curtains 84 inch),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(thermal blackout curtains 84 inch),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0131,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(best blackout curtains),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(best blackout curtains),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0132,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(room curtains blackout),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(room curtains blackout),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0133,ok,refund gate pause,D-LC-SP-blackout curtains energy efficient-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-blackout curtains energy efficient-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0134,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(84 inch blackout curtains living room),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(84 inch blackout curtains living room),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0135,ok,refund gate pause,D-LC-SP-black out curtains for bedroom windows-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-black out curtains for bedroom windows-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0136,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout boho curtains for bedroom),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout boho curtains for bedroom),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0137,ok,refund gate pause,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(farmhouse blackout curtains for bedroom),campaign,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(farmhouse blackout curtains for bedroom),,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0138,ok,refund gate pause,D-LC-SP-blackout drapes living room-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-blackout drapes living room-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
L0139,ok,refund gate pause,D-LC-SP-cortinas black out para dormitorio-(Blackout-ES)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,campaign,D-LC-SP-cortinas black out para dormitorio-(Blackout-ES)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,,state,,paused,enabled,spend_wk,campaign,,,2026-09-15,,,,,,
